transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2025-09-18 19:39:40+00:00,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,223.81.139.136,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1),1,1491,True,1,retail,False,2025-09-20
TXN00000002,4754,465,14.29,MXN,approved,2025-10-21 17:53:25+00:00,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,68.133.7.64,Opera/9.27.(X11; Linux x86_64; nl-BE) Presto/2.9.182 Version/12.00,1,2275,True,1,other,False,2025-10-22
TXN00000003,2912,586,78.59,USD,approved,2025-11-09 11:43:06+00:00,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,124.47.96.5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/32.0.859.0 Mobile/56R348 Safari/532.2",1,2010,,1,other,True,2025-11-11
TXN00000005,8637,677,30.44,CLP,approved,2025-09-18 09:28:11+00:00,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,41.166.232.136,API/1.0,1,1920,,1,entertainment,False,2025-09-19
TXN00000006,1380,918,24.15,MXN,approved,2025-10-21 18:19:13+00:00,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,61.251.160.88,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),1,2105,True,1,retail,False,2025-10-23
TXN00000007,4426,940,22.24,COP,approved,2025-10-19 07:51:39+00:00,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,121.22.118.111,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/49.0.817.0 Safari/536.1",1,602,True,1,services,False,2025-10-21
TXN00000008,8087,354,20.61,BRL,approved,2025-10-08 05:25:19+00:00,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,114.104.54.187,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; cmn-TW) AppleWebKit/533.38.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.38.4",1,2856,True,1,utilities,False,2025-10-09
TXN00000009,2684,589,94.06,USD,approved,2025-10-07 15:40:38+00:00,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,31.163.93.214,Mozilla/5.0 (Android 5.1; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,1,1304,True,12,tech,True,2025-10-09
TXN00000010,4502,636,20.96,COP,approved,2025-10-29 14:05:28+00:00,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,30.156.50.119,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/63.0.886.0 Safari/531.2",1,2226,,1,food_beverage,False,2025-10-30
TXN00000011,3172,412,66.55,BRL,approved,2025-09-12 19:22:31+00:00,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,65.70.102.213,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/11.4j5302.0 Mobile/11H513 Safari/536.0",1,2885,False,1,services,False,2025-09-13
